machine_id,line_id,reading_ts,temperature_c,vibration_mm_s,pressure_psi,latent_wear,will_fail_within_6h
MCH0006,LINE-B,2026-08-01T00:00:00,84.9,4.652,107.04,0.9256,0
MCH0006,LINE-B,2026-08-01T00:10:00,85.41,4.491,106.26,0.9265,0
MCH0006,LINE-B,2026-08-01T00:20:00,86.27,4.518,103.73,0.9271,0
MCH0006,LINE-B,2026-08-01T00:30:00,87.98,4.478,107.73,0.9278,0
MCH0006,LINE-B,2026-08-01T00:40:00,84.29,4.647,104.57,0.9286,0
MCH0006,LINE-B,2026-08-01T00:50:00,85.32,4.698,102.88,0.929,0
MCH0006,LINE-B,2026-08-01T01:00:00,86.62,4.592,106.77,0.9297,0
MCH0006,LINE-B,2026-08-01T01:10:00,85.18,4.468,105.49,0.9297,0
MCH0006,LINE-B,2026-08-01T01:20:00,85.77,4.543,104.24,0.9304,0
MCH0006,LINE-B,2026-08-01T01:30:00,87.09,4.463,104.26,0.9309,0
MCH0006,LINE-B,2026-08-01T01:40:00,84.94,4.492,105.77,0.9309,0
MCH0006,LINE-B,2026-08-01T01:50:00,84.86,4.602,106.84,0.931,0
MCH0006,LINE-B,2026-08-01T02:00:00,85.55,4.527,104.7,0.9317,0
MCH0006,LINE-B,2026-08-01T02:10:00,83.88,4.609,103.37,0.9323,0
MCH0006,LINE-B,2026-08-01T02:20:00,85.01,4.64,103.43,0.9328,0
MCH0006,LINE-B,2026-08-01T02:30:00,85.07,4.447,105.99,0.9333,0
MCH0006,LINE-B,2026-08-01T02:40:00,86.79,4.464,103.5,0.9337,0
MCH0006,LINE-B,2026-08-01T02:50:00,85.23,4.591,105.01,0.934,0
MCH0006,LINE-B,2026-08-01T03:00:00,85.66,4.729,106.04,0.9343,0
MCH0006,LINE-B,2026-08-01T03:10:00,83.79,4.379,105.01,0.935,0
MCH0006,LINE-B,2026-08-01T03:20:00,87.17,4.585,105.67,0.9359,0
MCH0006,LINE-B,2026-08-01T03:30:00,85.7,4.627,103.97,0.9365,0
MCH0006,LINE-B,2026-08-01T03:40:00,86.66,4.595,106.41,0.9363,0
MCH0006,LINE-B,2026-08-01T03:50:00,85.61,4.566,103.43,0.9368,0
MCH0006,LINE-B,2026-08-01T04:00:00,83.35,4.673,106.51,0.9373,0
MCH0006,LINE-B,2026-08-01T04:10:00,88.29,4.537,106.18,0.9381,0
MCH0006,LINE-B,2026-08-01T04:20:00,85.56,4.527,106.36,0.9387,0
MCH0006,LINE-B,2026-08-01T04:30:00,87.34,4.554,103.75,0.9395,0
MCH0006,LINE-B,2026-08-01T04:40:00,85.99,4.637,104.21,0.9401,0
MCH0006,LINE-B,2026-08-01T04:50:00,86.45,4.516,103.0,0.9408,0
MCH0006,LINE-B,2026-08-01T05:00:00,87.83,4.513,106.82,0.9414,0
MCH0006,LINE-B,2026-08-01T05:10:00,85.29,4.592,105.36,0.9418,0
MCH0006,LINE-B,2026-08-01T05:20:00,85.88,4.556,102.92,0.9428,0
MCH0006,LINE-B,2026-08-01T05:30:00,86.29,4.552,104.76,0.9434,0
MCH0006,LINE-B,2026-08-01T05:40:00,86.17,4.602,103.24,0.9441,0
MCH0006,LINE-B,2026-08-01T05:50:00,85.3,4.492,103.75,0.9442,0
MCH0006,LINE-B,2026-08-01T06:00:00,85.41,4.498,103.93,0.9448,0
MCH0006,LINE-B,2026-08-01T06:10:00,83.92,4.595,103.82,0.9451,0
MCH0006,LINE-B,2026-08-01T06:20:00,85.56,4.736,105.59,0.946,0
MCH0006,LINE-B,2026-08-01T06:30:00,86.43,4.627,101.92,0.9466,0
MCH0006,LINE-B,2026-08-01T06:40:00,83.41,4.526,106.31,0.9473,0
MCH0006,LINE-B,2026-08-01T06:50:00,86.71,4.64,104.57,0.9481,0
MCH0006,LINE-B,2026-08-01T07:00:00,85.01,4.599,103.92,0.9478,0
MCH0006,LINE-B,2026-08-01T07:10:00,86.72,4.661,105.24,0.9478,0
MCH0006,LINE-B,2026-08-01T07:20:00,86.8,4.534,106.98,0.9485,0
MCH0006,LINE-B,2026-08-01T07:30:00,84.98,4.687,102.75,0.9494,0
MCH0006,LINE-B,2026-08-01T07:40:00,85.74,4.683,104.67,0.9499,0
MCH0006,LINE-B,2026-08-01T07:50:00,85.1,4.502,105.45,0.9504,0
MCH0006,LINE-B,2026-08-01T08:00:00,84.85,4.549,104.28,0.9513,0
MCH0006,LINE-B,2026-08-01T08:10:00,84.9,4.688,105.04,0.9521,0
MCH0006,LINE-B,2026-08-01T08:20:00,85.06,4.617,106.39,0.9526,0
MCH0006,LINE-B,2026-08-01T08:30:00,87.92,4.517,106.09,0.9525,0
MCH0006,LINE-B,2026-08-01T08:40:00,83.79,4.571,104.92,0.9527,0
MCH0006,LINE-B,2026-08-01T08:50:00,84.6,4.587,103.38,0.9525,0
MCH0006,LINE-B,2026-08-01T09:00:00,85.46,4.725,105.69,0.9531,0
MCH0006,LINE-B,2026-08-01T09:10:00,84.83,4.656,104.35,0.9536,0
MCH0006,LINE-B,2026-08-01T09:20:00,84.25,4.459,107.06,0.954,0
MCH0006,LINE-B,2026-08-01T09:30:00,85.7,4.581,101.95,0.955,0
MCH0006,LINE-B,2026-08-01T09:40:00,86.49,4.618,102.55,0.9558,0
MCH0006,LINE-B,2026-08-01T09:50:00,84.92,4.539,104.2,0.9562,0
MCH0006,LINE-B,2026-08-01T10:00:00,85.05,4.624,103.15,0.9572,0
MCH0006,LINE-B,2026-08-01T10:10:00,84.98,4.743,104.86,0.958,0
MCH0006,LINE-B,2026-08-01T10:20:00,87.45,4.659,107.57,0.9586,0
MCH0006,LINE-B,2026-08-01T10:30:00,87.12,4.571,104.13,0.9594,0
MCH0006,LINE-B,2026-08-01T10:40:00,86.63,4.704,102.18,0.9597,0
MCH0006,LINE-B,2026-08-01T10:50:00,87.12,4.721,103.44,0.9599,0
MCH0006,LINE-B,2026-08-01T11:00:00,87.56,4.551,104.23,0.9611,0
MCH0006,LINE-B,2026-08-01T11:10:00,84.95,4.611,103.88,0.9612,0
MCH0006,LINE-B,2026-08-01T11:20:00,84.02,4.626,107.3,0.9614,0
MCH0006,LINE-B,2026-08-01T11:30:00,86.14,4.668,103.67,0.962,0
MCH0006,LINE-B,2026-08-01T11:40:00,84.52,4.469,105.33,0.9623,0
MCH0006,LINE-B,2026-08-01T11:50:00,87.97,4.647,101.72,0.9623,0
MCH0006,LINE-B,2026-08-01T12:00:00,86.27,4.713,103.31,0.9627,0
MCH0006,LINE-B,2026-08-01T12:10:00,83.78,4.596,103.84,0.963,0
MCH0006,LINE-B,2026-08-01T12:20:00,86.01,4.626,107.45,0.9636,0
MCH0006,LINE-B,2026-08-01T12:30:00,89.33,4.702,104.62,0.964,0
MCH0006,LINE-B,2026-08-01T12:40:00,85.51,4.711,103.81,0.9647,0
MCH0006,LINE-B,2026-08-01T12:50:00,86.26,4.599,103.14,0.9652,0
MCH0006,LINE-B,2026-08-01T13:00:00,88.08,4.624,105.65,0.9657,0
MCH0006,LINE-B,2026-08-01T13:10:00,84.29,4.694,104.23,0.9656,0
MCH0006,LINE-B,2026-08-01T13:20:00,84.25,4.571,104.12,0.9659,0
MCH0006,LINE-B,2026-08-01T13:30:00,87.52,4.532,106.25,0.9653,0
MCH0006,LINE-B,2026-08-01T13:40:00,88.29,4.763,105.68,0.9654,0
MCH0006,LINE-B,2026-08-01T13:50:00,88.16,4.673,104.95,0.9655,0
MCH0006,LINE-B,2026-08-01T14:00:00,85.35,4.583,105.02,0.9654,0
MCH0006,LINE-B,2026-08-01T14:10:00,85.11,4.677,103.65,0.966,0
MCH0006,LINE-B,2026-08-01T14:20:00,84.47,4.575,104.42,0.9662,0
MCH0006,LINE-B,2026-08-01T14:30:00,84.91,4.653,103.28,0.9666,0
MCH0006,LINE-B,2026-08-01T14:40:00,84.72,4.76,103.92,0.9672,0
MCH0006,LINE-B,2026-08-01T14:50:00,86.61,4.541,103.46,0.9675,0
MCH0006,LINE-B,2026-08-01T15:00:00,86.7,4.633,105.71,0.9683,0
MCH0006,LINE-B,2026-08-01T15:10:00,87.47,4.648,103.91,0.9691,0
MCH0006,LINE-B,2026-08-01T15:20:00,85.63,4.692,106.45,0.9694,0
MCH0006,LINE-B,2026-08-01T15:30:00,85.2,4.683,105.67,0.9696,0
MCH0006,LINE-B,2026-08-01T15:40:00,89.07,4.557,102.13,0.9701,0
MCH0006,LINE-B,2026-08-01T15:50:00,86.55,4.612,104.32,0.9709,0
MCH0006,LINE-B,2026-08-01T16:00:00,86.09,4.586,104.76,0.9716,0
MCH0006,LINE-B,2026-08-01T16:10:00,85.62,4.595,103.4,0.9722,0
MCH0006,LINE-B,2026-08-01T16:20:00,86.36,4.774,107.31,0.9727,0
MCH0006,LINE-B,2026-08-01T16:30:00,86.87,4.625,103.57,0.9726,0
MCH0006,LINE-B,2026-08-01T16:40:00,87.97,4.583,104.6,0.973,0
MCH0006,LINE-B,2026-08-01T16:50:00,90.19,4.72,102.43,0.973,0
MCH0006,LINE-B,2026-08-01T17:00:00,85.93,4.66,106.88,0.9734,0
MCH0006,LINE-B,2026-08-01T17:10:00,85.39,4.705,104.02,0.9735,0
MCH0006,LINE-B,2026-08-01T17:20:00,88.32,4.549,104.03,0.9741,0
MCH0006,LINE-B,2026-08-01T17:30:00,88.25,4.68,103.32,0.9746,0
MCH0006,LINE-B,2026-08-01T17:40:00,87.32,4.746,103.28,0.9753,0
MCH0006,LINE-B,2026-08-01T17:50:00,88.7,4.639,105.26,0.9748,0
MCH0006,LINE-B,2026-08-01T18:00:00,85.83,4.699,104.33,0.9754,0
MCH0006,LINE-B,2026-08-01T18:10:00,89.06,4.678,104.13,0.9756,0
MCH0006,LINE-B,2026-08-01T18:20:00,85.73,4.744,104.42,0.9763,0
MCH0006,LINE-B,2026-08-01T18:30:00,86.69,4.766,104.42,0.9768,0
MCH0006,LINE-B,2026-08-01T18:40:00,85.74,4.82,104.62,0.9772,0
MCH0006,LINE-B,2026-08-01T18:50:00,85.89,4.817,104.57,0.9777,0
MCH0006,LINE-B,2026-08-01T19:00:00,84.46,4.762,105.37,0.9784,0
MCH0006,LINE-B,2026-08-01T19:10:00,85.93,4.693,106.33,0.979,0
MCH0006,LINE-B,2026-08-01T19:20:00,86.9,4.588,106.48,0.9792,0
MCH0006,LINE-B,2026-08-01T19:30:00,87.39,4.666,104.07,0.9801,0
MCH0006,LINE-B,2026-08-01T19:40:00,87.55,4.881,102.68,0.9805,0
MCH0006,LINE-B,2026-08-01T19:50:00,87.96,4.787,103.79,0.981,0
MCH0006,LINE-B,2026-08-01T20:00:00,86.96,4.798,103.61,0.9807,0
MCH0006,LINE-B,2026-08-01T20:10:00,88.76,4.723,103.15,0.9812,0
MCH0006,LINE-B,2026-08-01T20:20:00,88.82,4.723,106.39,0.9817,0
MCH0006,LINE-B,2026-08-01T20:30:00,84.93,4.739,105.57,0.982,0
MCH0006,LINE-B,2026-08-01T20:40:00,88.13,4.709,105.69,0.9825,0
MCH0006,LINE-B,2026-08-01T20:50:00,86.4,4.598,106.04,0.983,0
MCH0006,LINE-B,2026-08-01T21:00:00,86.6,4.597,104.71,0.9841,0
MCH0006,LINE-B,2026-08-01T21:10:00,85.84,4.785,107.02,0.9848,0
MCH0006,LINE-B,2026-08-01T21:20:00,86.27,4.738,105.45,0.9852,0
MCH0006,LINE-B,2026-08-01T21:30:00,87.55,4.597,104.84,0.9858,0
MCH0006,LINE-B,2026-08-01T21:40:00,85.54,4.774,102.19,0.9865,1
MCH0006,LINE-B,2026-08-01T21:50:00,87.79,4.722,103.71,0.9867,1
MCH0006,LINE-B,2026-08-01T22:00:00,87.69,4.734,104.58,0.9869,1
MCH0006,LINE-B,2026-08-01T22:10:00,86.33,4.82,104.31,0.9869,1
MCH0006,LINE-B,2026-08-01T22:20:00,86.17,4.729,106.84,0.9873,1
MCH0006,LINE-B,2026-08-01T22:30:00,87.08,4.698,105.8,0.9877,1
MCH0006,LINE-B,2026-08-01T22:40:00,86.84,4.614,106.67,0.988,1
MCH0006,LINE-B,2026-08-01T22:50:00,87.32,4.749,106.17,0.9885,1
MCH0006,LINE-B,2026-08-01T23:00:00,87.41,4.694,106.68,0.9895,1
MCH0006,LINE-B,2026-08-01T23:10:00,84.79,4.743,105.97,0.9892,1
MCH0006,LINE-B,2026-08-01T23:20:00,86.0,4.753,103.46,0.9893,1
MCH0006,LINE-B,2026-08-01T23:30:00,83.87,4.71,105.06,0.9896,1
MCH0006,LINE-B,2026-08-01T23:40:00,87.14,4.679,104.35,0.9904,1
MCH0006,LINE-B,2026-08-01T23:50:00,88.2,4.81,105.4,0.9907,1
MCH0006,LINE-B,2026-08-02T00:00:00,86.29,4.674,103.02,0.9917,1
MCH0006,LINE-B,2026-08-02T00:10:00,84.24,4.795,103.87,0.9926,1
MCH0006,LINE-B,2026-08-02T00:20:00,86.61,4.691,104.73,0.9929,1
MCH0006,LINE-B,2026-08-02T00:30:00,87.49,4.824,106.96,0.9933,1
MCH0006,LINE-B,2026-08-02T00:40:00,87.65,4.8,102.79,0.9936,1
MCH0006,LINE-B,2026-08-02T00:50:00,84.65,4.785,105.61,0.9939,1
MCH0006,LINE-B,2026-08-02T01:00:00,86.65,4.674,103.39,0.9941,1
MCH0006,LINE-B,2026-08-02T01:10:00,86.86,4.701,103.05,0.9943,1
MCH0006,LINE-B,2026-08-02T01:20:00,87.61,4.77,104.9,0.9946,1
MCH0006,LINE-B,2026-08-02T01:30:00,87.17,4.738,104.99,0.9952,1
MCH0006,LINE-B,2026-08-02T01:40:00,89.1,4.858,105.29,0.9963,1
MCH0006,LINE-B,2026-08-02T01:50:00,87.79,4.71,103.67,0.9967,1
MCH0006,LINE-B,2026-08-02T02:00:00,85.74,4.836,107.79,0.9971,1
MCH0006,LINE-B,2026-08-02T02:10:00,85.42,4.894,105.42,0.9973,1
MCH0006,LINE-B,2026-08-02T02:20:00,84.95,4.833,101.4,0.9978,1
MCH0006,LINE-B,2026-08-02T02:30:00,85.03,4.747,105.53,0.9982,1
MCH0006,LINE-B,2026-08-02T02:40:00,87.01,4.816,102.7,0.9989,1
MCH0006,LINE-B,2026-08-02T02:50:00,87.81,4.691,104.8,0.9987,1
MCH0006,LINE-B,2026-08-02T03:00:00,86.24,4.705,104.88,0.9987,1
MCH0006,LINE-B,2026-08-02T03:10:00,87.33,4.757,104.97,0.9989,1
MCH0006,LINE-B,2026-08-02T03:20:00,86.95,4.721,106.96,0.9993,1
MCH0006,LINE-B,2026-08-02T03:30:00,86.84,4.716,101.18,0.9998,1
MCH0006,LINE-B,2026-08-02T03:40:00,65.24,1.323,114.01,0.0279,1
MCH0006,LINE-B,2026-08-02T03:50:00,65.94,1.383,112.83,0.0285,0
MCH0006,LINE-B,2026-08-02T04:00:00,67.19,1.285,111.25,0.0293,0
MCH0006,LINE-B,2026-08-02T04:10:00,67.01,1.32,113.29,0.03,0
MCH0006,LINE-B,2026-08-02T04:20:00,65.57,1.511,112.6,0.0305,0
MCH0006,LINE-B,2026-08-02T04:30:00,67.42,1.448,109.36,0.0316,0
MCH0006,LINE-B,2026-08-02T04:40:00,65.77,1.396,111.32,0.0324,0
MCH0006,LINE-B,2026-08-02T04:50:00,68.1,1.477,112.27,0.0334,0
MCH0006,LINE-B,2026-08-02T05:00:00,66.27,1.351,111.64,0.0345,0
MCH0006,LINE-B,2026-08-02T05:10:00,67.77,1.439,110.98,0.0357,0
MCH0006,LINE-B,2026-08-02T05:20:00,66.41,1.387,109.53,0.0362,0
MCH0006,LINE-B,2026-08-02T05:30:00,66.33,1.367,112.48,0.0369,0
MCH0006,LINE-B,2026-08-02T05:40:00,67.52,1.312,113.22,0.0374,0
MCH0006,LINE-B,2026-08-02T05:50:00,66.92,1.358,112.29,0.0388,0
MCH0006,LINE-B,2026-08-02T06:00:00,67.37,1.485,111.2,0.0392,0
MCH0006,LINE-B,2026-08-02T06:10:00,65.46,1.459,111.71,0.0401,0
MCH0006,LINE-B,2026-08-02T06:20:00,66.48,1.432,110.96,0.041,0
MCH0006,LINE-B,2026-08-02T06:30:00,66.6,1.522,111.96,0.0422,0
MCH0006,LINE-B,2026-08-02T06:40:00,65.65,1.276,110.73,0.0428,0
MCH0006,LINE-B,2026-08-02T06:50:00,67.82,1.441,115.82,0.0437,0
MCH0006,LINE-B,2026-08-02T07:00:00,65.99,1.442,112.38,0.044,0
MCH0006,LINE-B,2026-08-02T07:10:00,67.21,1.504,114.22,0.0447,0
MCH0006,LINE-B,2026-08-02T07:20:00,66.9,1.406,115.09,0.0456,0
MCH0006,LINE-B,2026-08-02T07:30:00,64.62,1.289,110.78,0.0473,0
MCH0006,LINE-B,2026-08-02T07:40:00,67.4,1.503,111.83,0.0481,0
MCH0006,LINE-B,2026-08-02T07:50:00,67.19,1.398,114.22,0.0486,0
MCH0006,LINE-B,2026-08-02T08:00:00,65.93,1.321,111.12,0.0499,0
MCH0006,LINE-B,2026-08-02T08:10:00,65.93,1.411,113.4,0.0504,0
MCH0006,LINE-B,2026-08-02T08:20:00,65.78,1.433,114.1,0.0506,0
MCH0006,LINE-B,2026-08-02T08:30:00,66.93,1.347,114.1,0.0515,0
MCH0006,LINE-B,2026-08-02T08:40:00,67.21,1.395,110.96,0.0526,0
MCH0006,LINE-B,2026-08-02T08:50:00,68.36,1.515,112.84,0.0536,0
MCH0006,LINE-B,2026-08-02T09:00:00,66.73,1.487,111.45,0.0547,0
MCH0006,LINE-B,2026-08-02T09:10:00,67.16,1.446,112.54,0.0548,0
MCH0006,LINE-B,2026-08-02T09:20:00,66.5,1.482,114.53,0.0556,0
MCH0006,LINE-B,2026-08-02T09:30:00,67.88,1.38,109.69,0.0567,0
MCH0006,LINE-B,2026-08-02T09:40:00,66.52,1.648,110.88,0.0575,0
MCH0006,LINE-B,2026-08-02T09:50:00,67.55,1.499,111.34,0.058,0
MCH0006,LINE-B,2026-08-02T10:00:00,64.82,1.414,113.61,0.0591,0
MCH0006,LINE-B,2026-08-02T10:10:00,67.67,1.442,112.77,0.0598,0
MCH0006,LINE-B,2026-08-02T10:20:00,66.43,1.425,110.09,0.0613,0
MCH0006,LINE-B,2026-08-02T10:30:00,67.22,1.557,113.56,0.0621,0
MCH0006,LINE-B,2026-08-02T10:40:00,66.84,1.618,113.09,0.0627,0
MCH0006,LINE-B,2026-08-02T10:50:00,68.28,1.51,111.08,0.0635,0
MCH0006,LINE-B,2026-08-02T11:00:00,67.8,1.411,111.04,0.0647,0
MCH0006,LINE-B,2026-08-02T11:10:00,65.7,1.512,111.12,0.0653,0
MCH0006,LINE-B,2026-08-02T11:20:00,68.18,1.569,111.77,0.0665,0
MCH0006,LINE-B,2026-08-02T11:30:00,65.84,1.452,111.42,0.0674,0
MCH0006,LINE-B,2026-08-02T11:40:00,65.87,1.485,114.3,0.0685,0
MCH0006,LINE-B,2026-08-02T11:50:00,68.59,1.374,110.43,0.0692,0
MCH0006,LINE-B,2026-08-02T12:00:00,67.6,1.513,111.21,0.0694,0
MCH0006,LINE-B,2026-08-02T12:10:00,64.85,1.497,112.66,0.0706,0
MCH0006,LINE-B,2026-08-02T12:20:00,66.62,1.417,112.14,0.0716,0
MCH0006,LINE-B,2026-08-02T12:30:00,66.41,1.509,110.52,0.0725,0
MCH0006,LINE-B,2026-08-02T12:40:00,67.29,1.607,111.66,0.0739,0
MCH0006,LINE-B,2026-08-02T12:50:00,68.98,1.564,111.63,0.0747,0
MCH0006,LINE-B,2026-08-02T13:00:00,67.36,1.317,112.01,0.0757,0
MCH0006,LINE-B,2026-08-02T13:10:00,67.62,1.551,111.13,0.0761,0
MCH0006,LINE-B,2026-08-02T13:20:00,66.41,1.631,110.81,0.0764,0
MCH0006,LINE-B,2026-08-02T13:30:00,67.06,1.504,112.84,0.0775,0
MCH0006,LINE-B,2026-08-02T13:40:00,68.71,1.554,111.86,0.0789,0
MCH0006,LINE-B,2026-08-02T13:50:00,67.26,1.755,111.46,0.0802,0
MCH0006,LINE-B,2026-08-02T14:00:00,65.85,1.583,112.83,0.081,0
MCH0006,LINE-B,2026-08-02T14:10:00,67.15,1.572,110.93,0.0813,0
MCH0006,LINE-B,2026-08-02T14:20:00,65.72,1.406,109.28,0.0819,0
MCH0006,LINE-B,2026-08-02T14:30:00,66.18,1.514,112.86,0.0822,0
MCH0006,LINE-B,2026-08-02T14:40:00,66.06,1.551,114.25,0.0829,0
MCH0006,LINE-B,2026-08-02T14:50:00,64.34,1.545,112.71,0.0836,0
MCH0006,LINE-B,2026-08-02T15:00:00,67.31,1.787,111.68,0.0847,0
MCH0006,LINE-B,2026-08-02T15:10:00,66.11,1.463,113.39,0.0857,0
MCH0006,LINE-B,2026-08-02T15:20:00,65.25,1.584,108.26,0.0871,0
MCH0006,LINE-B,2026-08-02T15:30:00,67.52,1.654,111.38,0.0879,0
MCH0006,LINE-B,2026-08-02T15:40:00,68.48,1.71,113.58,0.089,0
MCH0006,LINE-B,2026-08-02T15:50:00,64.9,1.609,111.46,0.0898,0
MCH0006,LINE-B,2026-08-02T16:00:00,65.73,1.538,111.29,0.0902,0
MCH0006,LINE-B,2026-08-02T16:10:00,65.92,1.503,110.82,0.091,0
MCH0006,LINE-B,2026-08-02T16:20:00,66.87,1.625,113.1,0.0918,0
MCH0006,LINE-B,2026-08-02T16:30:00,66.27,1.484,110.77,0.0929,0
MCH0006,LINE-B,2026-08-02T16:40:00,64.65,1.684,111.54,0.0942,0
MCH0006,LINE-B,2026-08-02T16:50:00,66.06,1.502,112.22,0.0956,0
MCH0006,LINE-B,2026-08-02T17:00:00,64.24,1.781,111.79,0.0964,0
MCH0006,LINE-B,2026-08-02T17:10:00,67.12,1.606,113.29,0.0973,0
MCH0006,LINE-B,2026-08-02T17:20:00,69.72,1.723,112.1,0.0977,0
MCH0006,LINE-B,2026-08-02T17:30:00,65.55,1.692,114.51,0.0988,0
MCH0006,LINE-B,2026-08-02T17:40:00,68.68,1.645,114.02,0.0997,0
MCH0006,LINE-B,2026-08-02T17:50:00,66.32,1.632,111.39,0.101,0
MCH0006,LINE-B,2026-08-02T18:00:00,67.65,1.651,112.73,0.101,0
MCH0006,LINE-B,2026-08-02T18:10:00,66.35,1.483,113.52,0.1018,0
MCH0006,LINE-B,2026-08-02T18:20:00,65.86,1.577,111.79,0.1031,0
MCH0006,LINE-B,2026-08-02T18:30:00,67.55,1.681,110.83,0.1037,0
MCH0006,LINE-B,2026-08-02T18:40:00,67.79,1.726,112.99,0.1048,0
MCH0006,LINE-B,2026-08-02T18:50:00,67.6,1.687,112.39,0.1056,0
MCH0006,LINE-B,2026-08-02T19:00:00,65.25,1.619,113.13,0.1063,0
MCH0006,LINE-B,2026-08-02T19:10:00,66.84,1.629,110.88,0.1069,0
MCH0006,LINE-B,2026-08-02T19:20:00,66.17,1.572,112.09,0.1076,0
MCH0006,LINE-B,2026-08-02T19:30:00,66.79,1.643,114.84,0.1084,0
MCH0006,LINE-B,2026-08-02T19:40:00,66.87,1.629,111.43,0.1091,0
MCH0006,LINE-B,2026-08-02T19:50:00,66.35,1.664,111.74,0.1098,0
MCH0006,LINE-B,2026-08-02T20:00:00,68.48,1.66,110.19,0.1109,0
MCH0006,LINE-B,2026-08-02T20:10:00,67.65,1.761,110.26,0.1111,0
MCH0006,LINE-B,2026-08-02T20:20:00,66.67,1.713,109.65,0.1117,0
MCH0006,LINE-B,2026-08-02T20:30:00,66.73,1.696,111.04,0.1125,0
MCH0006,LINE-B,2026-08-02T20:40:00,67.6,1.661,111.21,0.113,0
MCH0006,LINE-B,2026-08-02T20:50:00,67.94,1.713,113.31,0.1143,0
MCH0006,LINE-B,2026-08-02T21:00:00,69.97,1.612,111.49,0.1152,0
MCH0006,LINE-B,2026-08-02T21:10:00,65.46,1.838,110.97,0.1162,0
MCH0006,LINE-B,2026-08-02T21:20:00,65.96,1.819,111.35,0.1175,0
MCH0006,LINE-B,2026-08-02T21:30:00,66.51,1.747,111.38,0.1182,0
MCH0006,LINE-B,2026-08-02T21:40:00,68.63,1.689,113.72,0.1192,0
MCH0006,LINE-B,2026-08-02T21:50:00,68.08,1.655,111.11,0.1201,0
MCH0006,LINE-B,2026-08-02T22:00:00,68.66,1.793,112.21,0.1212,0
MCH0006,LINE-B,2026-08-02T22:10:00,67.01,1.735,109.03,0.1222,0
MCH0006,LINE-B,2026-08-02T22:20:00,68.63,1.725,110.62,0.1235,0
MCH0006,LINE-B,2026-08-02T22:30:00,66.25,1.606,109.75,0.1242,0
MCH0006,LINE-B,2026-08-02T22:40:00,71.09,1.719,111.32,0.1259,0
MCH0006,LINE-B,2026-08-02T22:50:00,68.82,1.726,110.93,0.127,0
MCH0006,LINE-B,2026-08-02T23:00:00,68.62,1.852,111.72,0.1284,0
MCH0006,LINE-B,2026-08-02T23:10:00,68.27,1.809,113.54,0.1292,0
MCH0006,LINE-B,2026-08-02T23:20:00,69.14,1.703,110.51,0.1301,0
MCH0006,LINE-B,2026-08-02T23:30:00,67.99,1.726,113.73,0.1309,0
MCH0006,LINE-B,2026-08-02T23:40:00,67.52,1.915,110.25,0.132,0
MCH0006,LINE-B,2026-08-02T23:50:00,69.8,1.859,109.59,0.1332,0
MCH0006,LINE-B,2026-08-03T00:00:00,66.73,1.801,109.35,0.1341,0
MCH0006,LINE-B,2026-08-03T00:10:00,69.62,1.681,112.65,0.1343,0
MCH0006,LINE-B,2026-08-03T00:20:00,68.3,1.936,112.11,0.135,0
MCH0006,LINE-B,2026-08-03T00:30:00,67.91,1.794,112.11,0.1357,0
MCH0006,LINE-B,2026-08-03T00:40:00,68.14,1.782,110.64,0.1366,0
MCH0006,LINE-B,2026-08-03T00:50:00,69.59,1.738,111.25,0.1371,0
MCH0006,LINE-B,2026-08-03T01:00:00,66.7,1.67,109.92,0.1376,0
MCH0006,LINE-B,2026-08-03T01:10:00,67.65,1.775,110.74,0.1388,0
MCH0006,LINE-B,2026-08-03T01:20:00,68.61,1.824,107.74,0.1395,0
MCH0006,LINE-B,2026-08-03T01:30:00,66.91,1.74,111.92,0.1404,0
MCH0006,LINE-B,2026-08-03T01:40:00,68.13,1.878,110.36,0.1417,0
MCH0006,LINE-B,2026-08-03T01:50:00,68.95,1.751,110.49,0.1419,0
MCH0006,LINE-B,2026-08-03T02:00:00,68.2,1.861,112.01,0.1428,0
MCH0006,LINE-B,2026-08-03T02:10:00,67.69,1.845,112.65,0.1443,0
MCH0006,LINE-B,2026-08-03T02:20:00,67.07,1.76,111.15,0.145,0
MCH0006,LINE-B,2026-08-03T02:30:00,67.98,1.791,110.02,0.1461,0
MCH0006,LINE-B,2026-08-03T02:40:00,68.55,1.641,111.98,0.1468,0
MCH0006,LINE-B,2026-08-03T02:50:00,69.2,1.846,112.87,0.1476,0
MCH0006,LINE-B,2026-08-03T03:00:00,66.78,1.889,111.28,0.1486,0
MCH0006,LINE-B,2026-08-03T03:10:00,70.23,1.626,109.16,0.1492,0
MCH0006,LINE-B,2026-08-03T03:20:00,71.15,1.83,111.52,0.1499,0
MCH0006,LINE-B,2026-08-03T03:30:00,69.64,1.908,111.31,0.1503,0
MCH0006,LINE-B,2026-08-03T03:40:00,68.8,1.837,110.55,0.1514,0
MCH0006,LINE-B,2026-08-03T03:50:00,67.95,1.886,109.95,0.1523,0
MCH0006,LINE-B,2026-08-03T04:00:00,69.47,1.898,111.53,0.153,0
MCH0006,LINE-B,2026-08-03T04:10:00,68.69,1.851,110.74,0.1538,0
MCH0006,LINE-B,2026-08-03T04:20:00,67.88,1.589,112.85,0.1547,0
MCH0006,LINE-B,2026-08-03T04:30:00,69.24,1.863,110.76,0.1551,0
MCH0006,LINE-B,2026-08-03T04:40:00,69.8,1.83,111.59,0.1554,0
